  -11.126510662100330      -0.48094461580692383      -0.47783256667218610      -0.48012540547990368      -0.52030153409037405       -8.0315347454033154E-003  -1.6480540688030770E-002  -3.8230157022637354E-003  -1.5696954408697596E-002   7.4579489570673577E-002
 -0.48982549560523836      -0.69817970461400214       -9.9987837547374642E-002  -9.9189050627830372E-002 -0.11507407308642291       -2.0892326388709397E-002  -7.8325145364919677E-003   1.7393757628424904E-003   1.6858492497673974E-003   8.8855514482838287E-003
 -0.48651818741642733      -0.10000046157002601      -0.70045411309428851       -9.9814049713426500E-002 -0.11293224248160486       -2.1152160127583777E-002   1.1970400732295731E-003  -5.3633473864549029E-003  -1.5125112052690895E-003   8.2123512537428459E-003
 -0.48905627002571206       -9.9167649978302158E-002  -9.9780122713805264E-002 -0.69728967871102165      -0.11600255177432726       -2.0368434677360426E-002  -6.6494315744016993E-004   4.0577586526106850E-003  -7.5678232679003282E-003   8.7860138996968193E-003
 -0.52591183398156605      -0.11521480621890756      -0.11302057226429420      -0.11620075030620100      -0.64863060824600249       0.17345842876693124        1.6837718780336335E-002  -5.5858643899214643E-003   1.6268642443860844E-002 -0.10859367467279754     
  -8.0200478961086740E-003  -2.0042817209122370E-002  -2.0383540447328478E-002  -1.9501057968140504E-002  0.16692609594532032       -20.358577392150533       -1.1456925122894452      -0.75344107165881125       -1.1436355434510947       -1.1264141773536869     
  -1.7519731781060848E-002  -8.0344331772743034E-003   1.7621953575265995E-003  -3.5419177980731330E-004   1.6419626116141041E-002  -1.1521512427592318      -0.76151155656242775      -0.20363898588982191      -0.22548658821331433      -0.20917596835881044     
  -4.5424235297110800E-003   1.5106128226203056E-003  -5.5897677357654180E-003   3.7564776590323897E-003  -4.8859783766921593E-003 -0.75852834063229657      -0.20379299983193055      -0.93988490137220349      -0.20372203908798747      -0.21556243766869937     
  -1.6616093167607406E-002   2.2050011733097939E-003  -1.1292479924190542E-003  -7.7551802543942257E-003   1.5536632488938412E-002  -1.1500336138816127      -0.22546883427385542      -0.20355826688286885      -0.76070713750522301      -0.20963832480594316     
   7.9167190046036048E-002   8.5948172542678961E-003   7.8897968802672941E-003   8.5591367731275795E-003 -0.10840453673157399       -1.1315604918677293      -0.20916339181763660      -0.21549847664251484      -0.20961313621383917      -0.87828094756057795     
  -11.127438171199511      -0.51151128580592753      -0.50911757909245980      -0.51392523192605477      -0.29492271677565696       -7.2601700068606083E-003   3.7629504602981784E-002   1.6382167395326330E-002   3.8232617900592673E-002
 -0.51974558197254417      -0.70835065462097568      -0.11038522010367506      -0.11082894162142719       -7.7758669274440778E-002   2.5558411787553494E-002   4.2209332308916683E-003   7.9051109337249219E-003   1.4148440189880420E-002
 -0.51791760207374349      -0.11031393269452690      -0.70893501557082605      -0.11047074534202481       -7.6721544667592873E-002   2.3838748250419692E-002   1.4009863855161241E-002   1.3606187860895728E-003   1.1206012271025840E-002
 -0.52244356609930764      -0.11081232515486765      -0.11052088106050713      -0.70821860954833149       -7.8371800736325603E-002   2.6869255455852167E-002   1.1656686902151920E-002   1.0227259261042447E-002   4.5654563824132693E-003
 -0.30742040305769192       -7.7264115188058077E-002  -7.6472476519745092E-002  -7.8017735514705491E-002 -0.63681050530603356      -0.21654976417095131       -9.9845959036730020E-002  -8.1537673766730323E-002  -9.9787377009150344E-002
  -7.4253979945492210E-003   2.3356967143746760E-002   2.1621500661752148E-002   2.4660956125632964E-002 -0.20468305866357703       -20.336838381608725       -1.3582845003581410      -0.90149419663090635       -1.3585409369718291     
   4.0707290864054738E-002   3.8310960943902599E-003   1.5022134637800149E-002   1.2897587487028010E-002 -0.10000382190610213       -1.3683826597227569      -0.81922187614109032      -0.24437495669373124      -0.28569366699195919     
   1.7582955871793985E-002   8.2197836363686536E-003   1.2389741972078099E-003   1.0617824383215190E-002  -8.1672748580064472E-002 -0.91076199593413920      -0.24459335934546861      -0.97557358118329718      -0.24463494361566321     
   4.1359956353420234E-002   1.5776075968713638E-002   1.1877793471047945E-002   4.3834352748577492E-003  -9.9961197270916180E-002  -1.3686703521125654      -0.28568876029747814      -0.24441471167292539      -0.81921346596681277     
