     -2.01774    -0.01699    -0.01707    -0.02028    -0.02028
     -0.00403    -0.32164    -0.01380    -0.01477    -0.01477
     -0.00402    -0.01387    -0.32157    -0.01477    -0.01477
     -0.00803    -0.01496    -0.01495    -0.32677    -0.01464
     -0.00803    -0.01496    -0.01495    -0.01464    -0.32677
