     -2.29010    -0.02209    -0.02209    -0.02209    -0.02209
     -0.00841    -0.35855    -0.01870    -0.01870    -0.01870
     -0.00841    -0.01870    -0.35855    -0.01870    -0.01870
     -0.00841    -0.01870    -0.01870    -0.35855    -0.01870
     -0.00841    -0.01870    -0.01870    -0.01870    -0.35855
